uuid,baked_img,name,rarity,team,team_short_name,ovr,display_position,age,bat_hand,throw_hand,weight,height,is_hitter,stamina,pitching_clutch,hits_per_bf,k_per_bf,bb_per_bf,hr_per_bf,pitch_velocity,pitch_control,pitch_movement,contact_left,contact_right,power_left,power_right,plate_vision,plate_discipline,batting_clutch,bunting_ability,drag_bunting_ability,hitting_durability,fielding_durability,fielding_ability,arm_strength,arm_accuracy,reaction_time,blocking,speed,baserunning_ability,baserunning_aggression,new_rank,year,mlb_id,season,update,date,old_rank,new_rarity,old_rarity,delta_rank,season_gp,season_vl_gp,season_vl_h,season_vl_2b,season_vl_3b,season_vl_hr,season_vl_tb,season_vl_so,season_vl_pa,season_vl_bb,season_vl_hbp,season_vl_ab,season_vl_rbi,season_vl_pitches_per_pa,season_vl_avg,season_vl_obp,season_vl_slug,season_vl_ops,season_vl_babip,season_vr_gp,season_vr_h,season_vr_2b,season_vr_3b,season_vr_hr,season_vr_tb,season_vr_so,season_vr_pa,season_vr_bb,season_vr_hbp,season_vr_ab,season_vr_rbi,season_vr_pitches_per_pa,season_vr_avg,season_vr_obp,season_vr_slug,season_vr_ops,season_vr_babip,season_risp_gp,season_risp_h,season_risp_2b,season_risp_3b,season_risp_hr,season_risp_tb,season_risp_so,season_risp_pa,season_risp_bb,season_risp_hbp,season_risp_ab,season_risp_rbi,season_risp_pitches_per_pa,season_risp_avg,season_risp_obp,season_risp_slug,season_risp_ops,season_risp_babip,3wk_gp,3wk_vl_gp,3wk_vl_h,3wk_vl_2b,3wk_vl_3b,3wk_vl_hr,3wk_vl_tb,3wk_vl_so,3wk_vl_pa,3wk_vl_bb,3wk_vl_hbp,3wk_vl_ab,3wk_vl_rbi,3wk_vl_pitches_per_pa,3wk_vl_avg,3wk_vl_obp,3wk_vl_slug,3wk_vl_ops,3wk_vl_babip,3wk_vr_gp,3wk_vr_h,3wk_vr_2b,3wk_vr_3b,3wk_vr_hr,3wk_vr_tb,3wk_vr_so,3wk_vr_pa,3wk_vr_bb,3wk_vr_hbp,3wk_vr_ab,3wk_vr_rbi,3wk_vr_pitches_per_pa,3wk_vr_avg,3wk_vr_obp,3wk_vr_slug,3wk_vr_ops,3wk_vr_babip,3wk_risp_gp,3wk_risp_h,3wk_risp_2b,3wk_risp_3b,3wk_risp_hr,3wk_risp_tb,3wk_risp_so,3wk_risp_pa,3wk_risp_bb,3wk_risp_hbp,3wk_risp_ab,3wk_risp_rbi,3wk_risp_pitches_per_pa,3wk_risp_avg,3wk_risp_obp,3wk_risp_slug,3wk_risp_ops,3wk_risp_babip,1wk_gp,1wk_vl_gp,1wk_vl_h,1wk_vl_2b,1wk_vl_3b,1wk_vl_hr,1wk_vl_tb,1wk_vl_so,1wk_vl_pa,1wk_vl_bb,1wk_vl_hbp,1wk_vl_ab,1wk_vl_rbi,1wk_vl_pitches_per_pa,1wk_vl_avg,1wk_vl_obp,1wk_vl_slug,1wk_vl_ops,1wk_vl_babip,1wk_vr_gp,1wk_vr_h,1wk_vr_2b,1wk_vr_3b,1wk_vr_hr,1wk_vr_tb,1wk_vr_so,1wk_vr_pa,1wk_vr_bb,1wk_vr_hbp,1wk_vr_ab,1wk_vr_rbi,1wk_vr_pitches_per_pa,1wk_vr_avg,1wk_vr_obp,1wk_vr_slug,1wk_vr_ops,1wk_vr_babip,1wk_risp_gp,1wk_risp_h,1wk_risp_2b,1wk_risp_3b,1wk_risp_hr,1wk_risp_tb,1wk_risp_so,1wk_risp_pa,1wk_risp_bb,1wk_risp_hbp,1wk_risp_ab,1wk_risp_rbi,1wk_risp_pitches_per_pa,1wk_risp_avg,1wk_risp_obp,1wk_risp_slug,1wk_risp_ops,1wk_risp_babip,ovr_vl_GP,ovr_vl_AB,ovr_vl_H,ovr_vl_BB,ovr_vl_HBP,ovr_vl_SF,ovr_vl_TB,ovr_vl_RBI,ovr_vl_P,ovr_vl_AVG,ovr_vl_OBP,ovr_vl_SLG,ovr_vl_OPS,ovr_vl_BABIP,ovr_vr_GP,ovr_vr_AB,ovr_vr_H,ovr_vr_BB,ovr_vr_HBP,ovr_vr_SF,ovr_vr_TB,ovr_vr_RBI,ovr_vr_P,ovr_vr_AVG,ovr_vr_OBP,ovr_vr_SLG,ovr_vr_OPS,ovr_vr_BABIP,ovr_risp_GP,ovr_risp_AB,ovr_risp_H,ovr_risp_BB,ovr_risp_HBP,ovr_risp_SF,ovr_risp_TB,ovr_risp_RBI,ovr_risp_P,ovr_risp_AVG,ovr_risp_OBP,ovr_risp_SLG,ovr_risp_OPS,ovr_risp_BABIP,ovr_ovr_GP,ovr_ovr_AB,ovr_ovr_H,ovr_ovr_BB,ovr_ovr_HBP,ovr_ovr_SF,ovr_ovr_TB,ovr_ovr_RBI,ovr_ovr_P,ovr_ovr_AVG,ovr_ovr_OBP,ovr_ovr_SLG,ovr_ovr_OPS,ovr_ovr_BABIP
7fdd7100f8bcb301923df02819f21fc8,https://cards.theshow.com/mlb25/7fdd7100f8bcb301923df02819f21fc8-baked.webp,Akil Baddoo,Bronze,Tigers,DET,69,RF,26,L,L,214 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,50,63,27,55,40,71,81,44,40,76,0,74,71,65,52,0,67,53,65,69,2025,668731,0,current,05/17/2025,69,Bronze,Bronze,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,3,0,0,3,0,1.6667,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,3,0,0,3,0,1.6667,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,3,0,0,3,0,1.6667,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2550,3775,825,300,0,25,975,375,16775,0.2185,0.2744,0.2583,0.5327,0.33,7800,21200,4825,2675,0,100,8325,2200,96525,0.2276,0.3128,0.3927,0.7055,0.2875,4425,5150,1450,1025,0,125,2450,1900,0,0.2816,0.3929,0.4757,0.8686,0.3208,10350,24975,5650,2975,0,125,9300,2575,113300,0.2262,0.3072,0.3724,0.6796,0.2938
984de05c631a97bf146428f6de353a83,https://cards.theshow.com/mlb25/984de05c631a97bf146428f6de353a83-baked.webp,Adley Rutschman,Diamond,Orioles,BAL,86,C,27,S,R,230 lbs,"6'2""",True,0,0,0,0,0,0,0,10,10,87,57,59,68,84,84,70,35,25,96,0,75,79,69,85,93,43,4,6,86,2025,668939,0,current,05/17/2025,86,Diamond,Diamond,0,42,42,10,1,1,0,13,9,52,6,0,46,1,3.1731,0.2174,0.3077,0.2826,0.5903,0.2703,42,22,5,0,4,39,16,117,13,1,103,10,3.1709,0.2136,0.3077,0.3786,0.6863,0.2169,42,14,6,1,0,22,1,30,7,0,23,3,3.3,0.6087,0.7,0.9565,1.6565,0.6364,19,19,6,1,1,0,9,3,20,2,0,18,1,3.0,0.3333,0.4,0.5,0.9,0.4,19,8,3,0,0,11,5,49,5,1,43,2,3.1224,0.186,0.2857,0.2558,0.5415,0.2105,19,8,4,1,0,14,0,13,1,0,12,2,3.0,0.6667,0.6923,1.1667,1.859,0.6667,7,7,4,1,1,0,7,0,7,0,0,7,1,2.1429,0.5714,0.5714,1.0,1.5714,0.5714,7,3,1,0,0,4,1,20,1,1,18,0,3.05,0.1667,0.25,0.2222,0.4722,0.1765,7,5,2,1,0,9,0,6,0,0,6,1,3.0,0.8333,0.8333,1.5,2.3333,0.8333,5850,10500,2975,1575,25,100,4650,1550,51200,0.2833,0.375,0.4429,0.8179,0.3097,9825,28425,7200,3800,175,275,11750,3475,136700,0.2533,0.342,0.4134,0.7554,0.2806,6925,8575,2300,1650,50,375,3625,3550,0,0.2682,0.3756,0.4227,0.7983,0.2818,15675,38925,10175,5375,200,375,16400,5025,187900,0.2614,0.351,0.4213,0.7723,0.2886
2951dc424bc208feadea80f404feb350,https://cards.theshow.com/mlb25/2951dc424bc208feadea80f404feb350-baked.webp,Adolis García,Silver,Rangers,TEX,78,RF,32,R,R,205 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,50,55,71,75,57,50,58,35,25,95,0,59,87,95,69,0,47,40,51,78,2025,666969,0,current,05/17/2025,78,Silver,Silver,0,46,46,7,1,0,0,8,10,39,1,0,38,1,2.9231,0.1842,0.2051,0.2105,0.4157,0.25,46,29,9,0,6,56,30,141,9,3,125,23,2.6383,0.232,0.2908,0.448,0.7388,0.2473,46,17,10,0,0,27,7,40,2,2,33,12,2.975,0.5152,0.525,0.8182,1.3432,0.5862,20,20,3,0,0,0,3,6,18,1,0,17,0,3.3333,0.1765,0.2222,0.1765,0.3987,0.2727,20,14,4,0,2,24,12,62,4,0,55,13,2.6774,0.2545,0.2903,0.4364,0.7267,0.2727,20,7,4,0,0,11,5,18,0,0,16,7,3.3333,0.4375,0.3889,0.6875,1.0764,0.5385,8,8,0,0,0,0,0,2,5,0,0,5,0,3.8,0.0,0.0,0.0,0.0,0.0,8,6,3,0,1,12,4,28,2,0,25,4,2.3929,0.24,0.2857,0.48,0.7657,0.2381,8,4,3,0,0,7,0,5,0,0,4,1,2.6,1.0,0.8,1.75,2.55,0.8,8600,16775,3875,1575,75,175,7400,2825,73300,0.231,0.297,0.4411,0.7381,0.2827,14400,41825,10125,3000,500,375,19025,6775,182900,0.2421,0.2981,0.4549,0.753,0.2946,10950,15600,4200,1450,225,550,7625,6525,0,0.2692,0.3296,0.4888,0.8184,0.3107,23000,58600,14000,4575,575,550,26425,9600,256200,0.2389,0.2978,0.4509,0.7487,0.2912
3f2d7cfce38125fd40009690c02115be,https://cards.theshow.com/mlb25/3f2d7cfce38125fd40009690c02115be-baked.webp,Agustín Ramírez,Bronze,Marlins,MIA,69,C,23,R,R,210 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,50,43,61,51,52,44,47,29,25,79,0,58,70,66,50,62,53,22,21,69,2025,682663,0,current,05/17/2025,69,Bronze,Bronze,0,21,21,1,0,0,0,1,5,15,2,0,13,0,3.2,0.0769,0.2,0.0769,0.2769,0.125,21,20,10,0,5,45,12,72,5,0,67,11,2.4861,0.2985,0.3472,0.6716,1.0189,0.3,21,12,10,0,0,22,2,22,4,0,18,1,2.3182,0.6667,0.7273,1.2222,1.9495,0.75,18,18,0,0,0,0,0,5,12,1,0,11,0,3.1667,0.0,0.0833,0.0,0.0833,0.0,18,14,6,0,4,32,12,63,4,0,59,8,2.6349,0.2373,0.2857,0.5424,0.8281,0.2326,18,7,6,0,0,13,2,16,3,0,13,0,2.5,0.5385,0.625,1.0,1.625,0.6364,6,6,0,0,0,0,0,0,2,1,0,1,0,4.0,0.0,0.5,0.0,0.5,0.0,6,5,2,0,1,10,6,24,3,0,21,3,3.0417,0.2381,0.3333,0.4762,0.8095,0.2857,6,3,2,0,0,5,0,5,2,0,3,0,3.2,1.0,1.0,1.6667,2.6667,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
08084d9bbf0a626b05a92cf4a68a915a,https://cards.theshow.com/mlb25/08084d9bbf0a626b05a92cf4a68a915a-baked.webp,Alan Trejo,Bronze,Rockies,COL,67,SS,28,R,R,205 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,37,60,28,46,55,45,76,35,25,70,0,70,67,83,67,0,38,14,12,67,2025,676701,0,current,05/17/2025,67,Bronze,Bronze,0,13,13,0,0,0,0,0,1,8,0,0,8,0,2.25,0.0,0.0,0.0,0.0,0.0,13,7,2,0,0,9,6,35,1,0,32,1,2.4571,0.2188,0.2353,0.2812,0.5165,0.2593,13,2,2,0,0,4,0,9,1,0,6,1,2.3333,0.3333,0.375,0.6667,1.0417,0.2857,13,13,0,0,0,0,0,1,8,0,0,8,0,2.25,0.0,0.0,0.0,0.0,0.0,13,7,2,0,0,9,6,35,1,0,32,1,2.4571,0.2188,0.2353,0.2812,0.5165,0.2593,13,2,2,0,0,4,0,9,1,0,6,1,2.3333,0.3333,0.375,0.6667,1.0417,0.2857,4,4,0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,1,1,11,0,0,11,0,2.2727,0.0909,0.0909,0.0909,0.1818,0.1,4,0,0,0,0,0,0,2,0,0,2,0,2.0,0.0,0.0,0.0,0.0,0.0,2325,3900,725,325,0,75,1025,500,16300,0.1859,0.2442,0.2628,0.507,0.2411,3100,6950,1750,325,100,0,2600,675,28175,0.2518,0.2949,0.3741,0.669,0.3088,2050,2675,725,225,0,75,975,900,0,0.271,0.3193,0.3645,0.6838,0.3506,5425,10850,2475,650,100,75,3625,1175,44475,0.2281,0.2762,0.3341,0.6103,0.2848
28194420d152fc4353d4e819bfc0c352,https://cards.theshow.com/mlb25/28194420d152fc4353d4e819bfc0c352-baked.webp,Alan Roden,Bronze,Blue Jays,TOR,66,LF,25,L,R,215 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,38,47,30,41,54,48,36,21,19,84,0,78,66,70,78,0,74,27,24,66,2025,702176,0,current,05/17/2025,66,Bronze,Bronze,0,28,28,0,0,0,0,0,1,11,3,0,8,0,3.0,0.0,0.2727,0.0,0.2727,0.0,28,13,3,0,1,19,17,73,2,4,65,5,2.6849,0.2,0.2603,0.2923,0.5526,0.2449,28,6,3,0,0,9,2,22,2,3,15,3,2.9091,0.4,0.5,0.6,1.1,0.4,5,5,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,3,9,0,1,8,0,3.0,0.0,0.1111,0.0,0.1111,0.0,5,0,0,0,0,0,0,1,0,1,0,0,6.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
9e87a8df8416eee8f1718e5958555834,https://cards.theshow.com/mlb25/9e87a8df8416eee8f1718e5958555834-baked.webp,Alec Bohm,Silver,Phillies,PHI,77,3B,28,R,R,218 lbs,"6'5""",True,0,0,0,0,0,0,0,10,10,81,70,66,43,82,45,89,30,20,93,0,74,57,67,71,0,37,22,34,77,2025,664761,0,current,05/17/2025,77,Silver,Silver,0,42,42,10,3,0,0,13,8,44,2,0,42,2,2.8182,0.2381,0.2727,0.3095,0.5823,0.2941,42,32,3,1,2,43,21,130,6,3,119,12,2.5692,0.2689,0.3154,0.3613,0.6767,0.3061,42,18,6,1,0,26,0,36,3,1,30,9,2.3611,0.6,0.6111,0.8667,1.4778,0.5625,17,17,2,1,0,0,3,3,14,2,0,12,0,3.4286,0.1667,0.2857,0.25,0.5357,0.2222,17,17,1,0,2,24,7,53,4,1,46,8,2.5472,0.3696,0.4151,0.5217,0.9368,0.3846,17,7,2,0,0,9,0,14,2,0,10,3,2.1429,0.7,0.6429,0.9,1.5429,0.5833,6,6,1,0,0,0,1,0,7,1,0,6,0,3.4286,0.1667,0.2857,0.1667,0.4524,0.1667,6,7,1,0,1,11,2,16,2,0,13,2,2.25,0.5385,0.5625,0.8462,1.4087,0.5455,6,3,1,0,0,4,0,8,2,0,5,1,2.75,0.6,0.625,0.8,1.425,0.5,8725,15975,4900,1250,75,225,8225,2750,65200,0.3067,0.3552,0.5149,0.8701,0.3301,14375,39975,10600,2750,400,475,15075,5650,160175,0.2652,0.3154,0.3771,0.6925,0.3116,10425,14350,4475,1325,225,700,6400,6525,0,0.3118,0.363,0.446,0.809,0.3374,23100,55950,15500,4000,475,700,23300,8400,225375,0.277,0.3268,0.4164,0.7432,0.3169
4b0c2d9b3c32d6a08af16426593b2a1f,https://cards.theshow.com/mlb25/4b0c2d9b3c32d6a08af16426593b2a1f-baked.webp,Alejandro Kirk,Silver,Blue Jays,TOR,77,C,26,R,R,245 lbs,"5'8""",True,0,0,0,0,0,0,0,10,10,65,57,50,40,86,58,52,24,22,85,0,92,50,79,73,83,12,0,0,77,2025,672386,0,current,05/17/2025,77,Silver,Silver,0,35,35,10,1,0,1,14,6,32,1,0,31,4,2.5938,0.3226,0.3438,0.4516,0.7954,0.375,35,27,3,0,2,36,11,106,3,1,101,13,2.5472,0.2673,0.2925,0.3564,0.6489,0.2809,35,15,4,0,0,19,3,30,1,0,28,8,2.6333,0.5357,0.5333,0.6786,1.2119,0.5769,15,15,5,0,0,0,5,2,18,1,0,17,2,2.2222,0.2941,0.3333,0.2941,0.6275,0.3333,15,15,1,0,2,22,4,40,0,0,40,7,2.425,0.375,0.375,0.55,0.925,0.3824,15,8,1,0,0,9,0,12,0,0,12,3,2.0833,0.6667,0.6667,0.75,1.4167,0.6667,6,6,1,0,0,0,1,0,1,0,0,1,0,1.0,1.0,1.0,1.0,2.0,1.0,6,7,1,0,1,11,2,19,0,0,19,4,2.6842,0.3684,0.3684,0.5789,0.9474,0.375,6,2,1,0,0,3,0,3,0,0,3,0,2.0,0.6667,0.6667,1.0,1.6667,0.6667,5250,8950,2350,1025,75,50,3700,1200,41150,0.2626,0.3416,0.4134,0.755,0.2882,9850,25325,6700,2975,300,375,9700,3475,115225,0.2646,0.3443,0.383,0.7273,0.2749,7600,9350,2300,1425,75,425,3675,3750,0,0.246,0.337,0.393,0.73,0.247,15100,34275,9050,4000,375,425,13400,4675,156375,0.264,0.3436,0.391,0.7346,0.2782
63d6352735e9e69c4d804dee37e227d4,https://cards.theshow.com/mlb25/63d6352735e9e69c4d804dee37e227d4-baked.webp,Aledmys Díaz,Common,Free Agents,FA,64,SS,34,R,R,195 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,52,44,39,34,70,38,36,37,37,79,0,66,67,64,61,0,59,2,2,64,2025,649557,0,current,05/17/2025,64,Common,Common,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9250,17125,4125,1600,75,125,6750,1850,69325,0.2409,0.3065,0.3942,0.7007,0.2604,15400,41050,10925,2300,750,450,17900,5500,156300,0.2661,0.3137,0.4361,0.7498,0.2868,10750,13900,3800,1675,150,575,6375,5500,0,0.2734,0.3451,0.4586,0.8037,0.2814,24650,58175,15050,3900,825,575,24650,7350,225625,0.2587,0.3115,0.4237,0.7352,0.279
b0e7c07fad816cfb2edd62658540eb9b,https://cards.theshow.com/mlb25/b0e7c07fad816cfb2edd62658540eb9b-baked.webp,Alec Burleson,Bronze,Cardinals,STL,73,RF,26,L,L,225 lbs,"6'2""",True,0,0,0,0,0,0,5,10,10,43,85,47,63,88,49,69,35,25,89,0,36,78,60,31,0,26,30,40,73,2025,676475,0,current,05/17/2025,73,Bronze,Bronze,0,38,38,1,0,0,0,1,3,12,1,0,11,3,2.3333,0.0909,0.1667,0.0909,0.2576,0.125,38,31,4,0,3,44,16,113,7,0,106,12,2.4159,0.2925,0.3363,0.4151,0.7514,0.3218,38,13,4,0,0,17,2,24,3,0,21,5,2.0833,0.619,0.6667,0.8095,1.4762,0.6842,14,14,1,0,0,0,1,1,6,0,0,6,2,2.3333,0.1667,0.1667,0.1667,0.3333,0.2,14,10,1,0,3,20,6,37,2,0,35,7,2.2162,0.2857,0.3243,0.5714,0.8958,0.2692,14,1,1,0,0,2,1,4,1,0,3,2,2.5,0.3333,0.5,0.6667,1.1667,0.5,3,3,1,0,0,0,1,0,1,0,0,1,2,3.0,1.0,1.0,1.0,2.0,1.0,3,4,0,0,1,7,1,9,1,0,8,2,2.0,0.5,0.5556,0.875,1.4306,0.5,3,0,0,0,0,0,0,2,1,0,1,0,3.0,0.0,0.5,0.0,0.5,0.0,2575,4075,850,200,0,25,1175,450,15550,0.2086,0.2442,0.2883,0.5325,0.2263,6700,18675,4975,1375,175,175,7975,2475,73075,0.2664,0.3199,0.427,0.7469,0.277,4075,5425,1375,300,25,200,2050,2025,0,0.2535,0.2857,0.3779,0.6636,0.2606,9275,22750,5825,1575,175,200,9150,2925,88625,0.256,0.3067,0.4022,0.7089,0.2678
f588e3d785dad6922207359219a7f6fe,https://cards.theshow.com/mlb25/f588e3d785dad6922207359219a7f6fe-baked.webp,Alek Thomas,Bronze,Diamondbacks,ARI,72,CF,24,L,L,175 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,32,67,34,48,70,40,68,40,40,75,0,73,69,63,56,0,63,60,58,72,2025,677950,0,current,05/17/2025,72,Bronze,Bronze,0,38,38,4,0,0,0,4,0,15,1,0,14,0,2.0667,0.2857,0.3333,0.2857,0.619,0.2857,38,30,7,2,1,44,28,116,5,3,106,15,2.7241,0.283,0.3304,0.4151,0.7455,0.3718,38,20,7,2,0,31,5,44,2,1,39,12,2.2273,0.5128,0.5349,0.7949,1.3298,0.5714,18,18,1,0,0,0,1,0,5,0,0,5,0,2.0,0.2,0.2,0.2,0.4,0.2,18,15,3,0,1,21,11,54,2,1,50,4,2.6667,0.3,0.3396,0.42,0.7596,0.3684,18,7,3,0,0,10,2,16,1,0,14,3,2.25,0.5,0.5333,0.7143,1.2476,0.5833,6,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0,0,1,7,4,22,2,0,19,2,2.6818,0.2105,0.2857,0.3684,0.6541,0.2143,6,1,0,0,0,1,2,7,1,0,5,1,2.4286,0.2,0.3333,0.2,0.5333,0.3333,2850,4800,825,175,25,25,1200,450,17175,0.1719,0.204,0.25,0.454,0.2041,6150,16450,3975,1025,150,175,6425,1925,66500,0.2416,0.2893,0.3906,0.6799,0.2763,3975,5175,1100,525,25,200,1825,1875,0,0.2126,0.2785,0.3527,0.6312,0.2437,9000,21250,4800,1200,175,200,7625,2375,83675,0.2259,0.2705,0.3588,0.6293,0.2602
46b8a0e73f80ac66c8fb8ec871748e4f,https://cards.theshow.com/mlb25/46b8a0e73f80ac66c8fb8ec871748e4f-baked.webp,Alex Jackson,Common,Free Agents,FA,63,C,29,R,R,238 lbs,"6'2""",True,0,0,0,0,0,0,0,10,10,34,32,54,39,30,57,20,35,25,85,0,73,82,53,80,58,46,16,12,63,2025,656577,0,current,05/17/2025,63,Common,Common,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1400,2525,275,275,0,25,450,150,11275,0.1089,0.1947,0.1782,0.3729,0.1636,2400,5025,725,375,250,0,1300,450,22375,0.1443,0.2389,0.2587,0.4976,0.25,1750,2125,325,275,75,25,725,525,0,0.1529,0.27,0.3412,0.6112,0.2093,3800,7550,1000,650,250,25,1750,600,33650,0.1325,0.2242,0.2318,0.456,0.2194
dfd8c9f03b790e6c334485e03e784dfd,https://cards.theshow.com/mlb25/dfd8c9f03b790e6c334485e03e784dfd-baked.webp,Alex Bregman,Gold,Red Sox,BOS,84,3B,30,R,R,190 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,62,93,64,79,84,68,77,35,27,98,0,80,52,58,77,0,45,9,8,84,2025,608324,0,current,05/17/2025,84,Gold,Gold,0,46,46,16,3,0,1,22,10,53,9,1,43,5,3.1509,0.3721,0.4906,0.5116,1.0022,0.4688,46,40,13,0,10,83,28,154,10,5,138,29,2.8571,0.2899,0.3571,0.6014,0.9586,0.297,46,27,16,0,0,43,5,61,10,3,48,14,2.9344,0.5625,0.6557,0.8958,1.5516,0.6279,20,20,11,2,0,1,16,5,29,3,1,25,5,2.8966,0.44,0.5172,0.64,1.1572,0.5263,20,12,4,0,5,31,12,61,6,2,53,8,2.9508,0.2264,0.3279,0.5849,0.9128,0.1944,20,12,6,0,0,18,4,33,6,2,25,5,3.2424,0.48,0.6061,0.72,1.3261,0.5714,7,7,5,0,0,1,8,3,12,1,0,11,2,2.5833,0.4545,0.5,0.7273,1.2273,0.5714,7,2,1,0,1,6,3,19,3,1,15,2,3.2105,0.1333,0.3158,0.4,0.7158,0.0909,7,4,1,0,0,5,1,10,2,0,8,2,2.9,0.5,0.6,0.625,1.225,0.5714,15025,31100,8600,4425,275,350,15350,5000,140625,0.2765,0.3679,0.4936,0.8615,0.2746,26400,72825,19700,9975,1175,650,34800,11575,332075,0.2705,0.3645,0.4779,0.8424,0.2825,19375,24875,7325,4300,350,1000,13025,11300,0,0.2945,0.3923,0.5236,0.9159,0.3006,41425,103925,28300,14400,1450,1000,50150,16575,472700,0.2723,0.3656,0.4826,0.8482,0.2801
